"provinsi","kode_prov","Kategori","kode_kategori","Output","Persentase Permintaan Antara Intraregional","Persentase Permintaan Antara Interregional","Persentase Permintaan Akhir Intraregional","Persentase Permintaan Akhir Interregional","Angka Pengganda Output Intraregional","Angka Pengganda Output Interreginal","Angka Pengganda Pendapatan Intraregional","Angka Pengganda Pendapatan interregional"
"Sumatera Utara","12","Informasi dan Komunikasi","J","19378948.76557","82.044702615094","17.955297384906","82.252236000047","17.747763999953","1.3612727411459","0.30185159170547","0.21368370142639","0.05063095656898"
"Sumatera Utara","12","Jasa Keuangan dan Asuransi","K","24755212.965268","64.301710154599","35.698289845401","69.669431738835","30.330568261165","1.1928589607204","0.15025083316676","0.39317723518164","0.029647336595614"
"Sumatera Utara","12","Real Estate","L","23646337.299832","96.96823476","3.0317652399996","91.646279850539","8.3537201494611","1.2208711659459","0.19636548172388","0.075300807884104","0.028575531919358"
"Sumatera Utara","12","Jasa Perusahaan","MN","15875610.91938","96.600199801102","3.399800198898","36.965424590587","63.034575409413","1.3982059183497","0.27319093389307","0.39664673371367","0.050041535978934"
"Sumatera Utara","12","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","O","26836466.870097","100","0","98.383458546324","1.6165414536757","1.3893686628251","0.20509623177637","0.53073759663527","0.038887698190383"
"Sumatera Utara","12","Jasa Pendidikan","P","37348199.501181","97.85292312768","2.1470768723196","97.534475666314","2.4655243336861","1.3005217522154","0.19510080000183","0.57775867683762","0.036642492510672"
"Sumatera Utara","12","Jasa Kesehatan dan Kegiatan Sosial","Q","13127269.10727","90.918141312204","9.0818586877963","84.785189875011","15.214810124989","1.4791430467039","0.24565279072021","0.36000714558643","0.048500067060413"
"Sumatera Utara","12","Jasa Lainnya","RSTU","16514623.278294","98.116838252863","1.8831617471373","93.108132516102","6.8918674838984","1.4029217119758","0.21458877229216","0.38853796782525","0.042736891879927"
"Sumatera Barat","13","Pertanian, Kehutanan, dan Perikanan","A","53523262.878985","55.626325372595","44.373674627405","71.251560753134","28.748439246866","1.157113014771","0.15314353708156","0.34766932418894","0.030662691819555"
"Sumatera Barat","13","Pertambangan dan Penggalian ","B","10088119.343061","34.195976791576","65.804023208424","61.197840302421","38.802159697579","1.2418255570947","0.23733387186996","0.33307769535887","0.045161692363721"
"Sumatera Barat","13","Industri Pengolahan","C","48033516.790734","40.940229429308","59.059770570692","34.461831154078","65.538168845922","1.545983926355","0.36540394761529","0.25573748621004","0.074827053755777"
"Sumatera Barat","13","Pengadaan Listrik dan Gas","D","4559294.8924225","79.29484302151","20.70515697849","86.502285418306","13.497714581694","1.6750181690164","1.4376284382164","0.17660993660695","0.19200395970962"
"Sumatera Barat","13","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","E","557653.55938405","94.227581570433","5.7724184295672","95.113662819532","4.8863371804684","1.3892538766552","0.31879458224801","0.17261953167868","0.056786949117482"
"Sumatera Barat","13","Konstruksi","F","43108256.767717","85.943339670688","14.056660329312","86.92231216328","13.07768783672","1.5257496731502","0.41645217512112","0.31826317376646","0.077173305507164"
"Sumatera Barat","13","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","G","34615742.195002","78.56307743112","21.43692256888","74.591674584415","25.408325415585","1.278370670994","0.19276953546675","0.38899654358275","0.036067422747431"
"Sumatera Barat","13","Transportasi dan Pergudangan ","H","41481838.591121","79.563127613055","20.436872386945","71.801944254299","28.198055745701","1.3757120252207","0.40963075678309","0.23737791557618","0.07918243450335"
"Sumatera Barat","13","Penyediaan Akomodasi dan Makan Minum","I","15239284.349007","61.375883068247","38.624116931753","87.157098864642","12.842901135358","1.4409385699752","0.41678020786048","0.33348015105546","0.077281429098661"
"Sumatera Barat","13","Informasi dan Komunikasi","J","15792982.242324","87.285379584984","12.714620415016","80.857638603234","19.142361396766","1.445450122614","0.26736987212496","0.24045461536957","0.050572385675914"
"Sumatera Barat","13","Jasa Keuangan dan Asuransi","K","7468588.0915307","91.913739927744","8.086260072256","87.760199996126","12.239800003874","1.1942495129681","0.16366997140428","0.43366361440914","0.035685254767984"
"Sumatera Barat","13","Real Estate","L","7612900.2792101","94.729686086011","5.2703139139892","88.342391628574","11.657608371426","1.3001622028638","0.1490389091968","0.12916748933639","0.030384544174165"
"Sumatera Barat","13","Jasa Perusahaan","MN","3186841.8622343","98.831439511585","1.168560488415","45.392207794225","54.607792205775","1.3971631041221","0.29587140365514","0.38739689617915","0.057494055282556"
"Sumatera Barat","13","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","O","12979947.719197","82.945712639727","17.054287360273","90.990375760764","9.0096242392363","1.3246283390606","0.2989830221131","0.49022960420348","0.051170122169314"
"Sumatera Barat","13","Jasa Pendidikan","P","13094613.669773","95.471647436348","4.5283525636523","97.212888032486","2.7871119675136","1.2084921785924","0.23600964677361","0.61378006930259","0.040727115940609"
"Sumatera Barat","13","Jasa Kesehatan dan Kegiatan Sosial","Q","4763047.2263799","78.170179415319","21.829820584681","80.997677371795","19.002322628205","1.3406253922111","0.38266920035316","0.39532144222533","0.070943233503476"
"Sumatera Barat","13","Jasa Lainnya","RSTU","6315789.8440186","89.953489769443","10.046510230557","88.256019945007","11.743980054993","1.3333311901147","0.29010512087094","0.55802562420172","0.050970093695812"
"Riau","14","Pertanian, Kehutanan, dan Perikanan","A","135573993.4731","98.678452811865","1.3215471881349","91.987357534367","8.0126424656329","1.1322236155881","0.033439823921019","0.42913649185826","0.0076937755711082"
"Riau","14","Pertambangan dan Penggalian ","B","88003672.521275","78.213469179761","21.786530820239","4.0491637922966","95.950836207703","1.1668802728831","0.07568792263676","0.17573086092369","0.012602663856096"
"Riau","14","Industri Pengolahan","C","434982361.21029","50.78919499528","49.21080500472","14.688122991567","85.311877008433","1.6954826280179","0.17322864219742","0.29456609321541","0.033317910161903"
"Riau","14","Pengadaan Listrik dan Gas","D","14621188.858757","98.87305925832","1.1269407416801","99.99007817302","0.0099218269802413","2.0414236758763","1.1454241367457","0.12286852139009","0.14697833996363"
"Riau","14","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","E","399659.10939718","99.96948698631","0.030513013689508","99.919856390664","0.08014360933561","1.4778492044303","0.24705354081227","0.29577257710562","0.039764182699275"
"Riau","14","Konstruksi","F","104193028.90946","99.999756765179","0.00024323482057617","99.996484890448","0.0035151095519239","1.515202389058","0.28162168669851","0.34071711273318","0.054320588188904"
"Riau","14","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","G","87646337.267326","73.029929768784","26.970070231216","51.423042607531","48.576957392469","1.2456329902994","0.17067927297176","0.40069529268593","0.034883304461508"
"Riau","14","Transportasi dan Pergudangan ","H","20099672.19546","87.310825181631","12.689174818369","83.314486621551","16.685513378449","1.5742746734334","0.24673642889514","0.28187528919145","0.050519301527863"
"Riau","14","Penyediaan Akomodasi dan Makan Minum","I","9895585.2274537","93.938618462725","6.061381537275","89.652188963112","10.347811036888","1.4996183942589","0.19720254348794","0.35075192404652","0.042291198491328"
"Riau","14","Informasi dan Komunikasi","J","16884739.327657","99.480222112062","0.51977788793837","99.020446263546","0.97955373645436","1.2243440161728","0.17946675981412","0.2501485053693","0.035049046285224"
"Riau","14","Jasa Keuangan dan Asuransi","K","9586690.0131986","98.963504055724","1.0364959442765","97.958109526968","2.0418904730324","1.1593823661857","0.11421202820784","0.37639634049881","0.027099326564381"
"Riau","14","Real Estate","L","12876292.353065","99.070585133375","0.92941486662463","99.223194638055","0.77680536194507","1.202019072833","0.052761807711126","0.090748845263704","0.010993038231045"
"Riau","14","Jasa Perusahaan","MN","10272260.190779","99.30846548432","0.69153451567985","96.641070116128","3.3589298838723","1.3583763766219","0.25272533287872","0.41399336803253","0.053130844781554"
"Riau","14","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","O","16058036.148852","99.274696780554","0.72530321944648","99.296188950639","0.70381104936054","1.4080699355577","0.2785931227145","0.49629895578852","0.053186359476214"
"Riau","14","Jasa Pendidikan","P","12986545.480855","98.075335283513","1.9246647164868","98.584963333876","1.4150366661236","1.2965007546553","0.1781806712837","0.59748904812503","0.035005707069467"
"Riau","14","Jasa Kesehatan dan Kegiatan Sosial","Q","9897488.3808468","79.961150958973","20.038849041027","82.49985508709","17.50014491291","1.5273652127936","0.26029655228977","0.35804679929141","0.046851710399782"
"Riau","14","Jasa Lainnya","RSTU","10655221.232386","98.457655917218","1.5423440827817","98.453938845004","1.5460611549963","1.3121754996895","0.18309071164545","0.30919844754004","0.034523689645409"
"Jambi","15","Pertanian, Kehutanan, dan Perikanan","A","44710216.213622","68.920596832847","31.079403167153","76.987613430243","23.012386569757","1.1481034728403","0.16762120122991","0.41393373767279","0.03332486612598"
"Jambi","15","Pertambangan dan Penggalian ","B","27927498.199876","33.667443000166","66.332556999834","2.343261283957","97.656738716043","1.3208595698229","0.40128082534797","0.17360562450251","0.068931690061414"
"Jambi","15","Industri Pengolahan","C","59851449.408597","34.617111434541","65.382888565459","38.901526217902","61.098473782098","1.5350593462843","0.40482699628746","0.29415054598897","0.088565534506717"
"Jambi","15","Pengadaan Listrik dan Gas","D","9085832.9972491","84.064613443889","15.935386556111","85.909270145891","14.090729854109","2.2453554652016","0.91148714057316","0.12644206478322","0.132081585899"
"Jambi","15","Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","E","496896.06659322","93.509770088497","6.4902299115027","94.502455809592","5.4975441904082","1.4410915723577","0.39743543072462","0.27050058397405","0.071324927300123"
"Jambi","15","Konstruksi","F","16328416.334669","99.920364756954","0.079635243046056","99.923249313986","0.076750686014337","1.4651279849827","0.41354006657826","0.35787771311696","0.081310924250977"
"Jambi","15","Perdagangan Besar dan Eceran; Reparasi Mobil dan Sepeda Motor","G","28164157.80602","70.972698135184","29.027301864816","75.563697028405","24.436302971595","1.3562452231128","0.2255368011829","0.38088977333229","0.044061787902426"
"Jambi","15","Transportasi dan Pergudangan ","H","14254606.857114","76.677795553819","23.322204446181","69.911607576859","30.088392423141","1.5329347894077","0.44490694335364","0.20238931476816","0.08656374373308"
"Jambi","15","Penyediaan Akomodasi dan Makan Minum","I","6656038.1383168","68.757896903426","31.242103096574","81.738434867631","18.261565132369","1.4574867663197","0.51461464706672","0.23170198909405","0.097792424640892"
"Jambi","15","Informasi dan Komunikasi","J","8502440.3891973","87.071737326726","12.928262673274","80.431428096271","19.568571903729","1.3890515037841","0.20203068536222","0.26207577452767","0.038947850546209"
"Jambi","15","Jasa Keuangan dan Asuransi","K","4882304.5359125","75.917024387335","24.082975612665","73.99647695635","26.00352304365","1.192924016598","0.10309688820288","0.3467007856747","0.02346887261603"
"Jambi","15","Real Estate","L","5468411.027801","84.090503943959","15.909496056041","85.614011002821","14.385988997179","1.2435732424225","0.1000654059925","0.10325737494748","0.02075871663184"
"Jambi","15","Jasa Perusahaan","MN","4006367.7483937","98.168865958846","1.8311340411539","40.262940730067","59.737059269933","1.4593333817629","0.28097149946939","0.39764566442122","0.057361456563795"
"Jambi","15","Administrasi Pemerintahan, Pertahanan dan Jaminan Sosial Wajib","O","8752300.6535593","100","0","99.997175011191","0.0028249888086688","1.3595115121715","0.30470934260956","0.49057001764626","0.058811252766162"
"Jambi","15","Jasa Pendidikan","P","6406677.3981567","98.902427265605","1.0975727343949","99.822121052341","0.17787894765858","1.210097997812","0.24251623757776","0.64601917025637","0.047753003978484"
"Jambi","15","Jasa Kesehatan dan Kegiatan Sosial","Q","2723570.8162977","86.894197367307","13.105802632693","86.237898123523","13.762101876477","1.352878120155","0.40764981622298","0.43494708938353","0.076381593074576"
"Jambi","15","Jasa Lainnya","RSTU","2872671.7521996","70.386216148387","29.613783851613","61.119676295605","38.880323704395","1.28845054182","0.29493211756206","0.32834120289158","0.0617349782555"
"Sumatera Selatan","16","Pertanian, Kehutanan, dan Perikanan","A","90155882.060197","65.191324142705","34.808675857295","84.537458358776","15.462541641224","1.272603136613","0.091315672929853","0.38218362713855","0.020077969183312"
"Sumatera Selatan","16","Pertambangan dan Penggalian ","B","122563946.42764","45.457788605681","54.542211394319","6.3555326371166","93.644467362883","1.4225393531473","0.18961836806014","0.1848091332425","0.041138671391611"
